76803 768 0 0 0
76804 768 -3 0 -3
77001 770 0 0 0
77002 770 0 1 1
77501 775 0 0 0
77502 775 0 0 2
77503 775 0 0 0
77901 779 1 1 1
78301 783 0 2 2
78501 785 1 7 7
78701 787 1 7 7
78801 788 7 7 7
78901 789 0 2 2
79001 790 1 0 1
79201 792 0 0 0
79202 792 1 1 1
79203 792 2 1 0
79204 792 0 0 0
80101 801 0 0 0
80102 801 0 0 0
80103 801 0 0 0
80301 803 0 0 1
80302 803 0 0 0
80303 803 0 0 1
80304 803 1 1 1
80305 803 1 1 1
80306 803 1 1 1
80401 804 0 1 1
80402 804 0 1 1
80501 805 0 1 0
81001 810 1 1 1
81101 811 1 0 0
81201 812 1 1 0
81202 812 0 0 0
81203 812 0 0 2
81204 812 0 0 0
81401 814 0 0 1
81402 814 0 0 0
81601 816 0 0 0
81602 816 0 0 0
82001 820 1 1 1
82401 824 2 1 7
82801 828 0 0 0
82802 828 0 0 -3
82901 829 0 1 1
82902 829 1 1 1
83001 830 0 0 0
83101 831 0 1 0
83102 831 0 1 0
83103 831 0 0 0
83104 831 1 7 7
83401 834 0 0 0
83402 834 0 0 0
83403 834 0 0 0
83501 835 1 1 1
83502 835 1 1 1
83601 836 0 1 1
83602 836 0 1 0
83603 836 0 0 -3
83901 839 1 1 1
84001 840 0 0 0
84002 840 0 0 0
84101 841 0 0 0
84102 841 0 0 0
84201 842 0 0 0
84301 843 1 1 0
84501 845 0 0 0
84502 845 0 0 2
84503 845 0 0 0
84801 848 0 0 0
85201 852 0 1 1
85401 854 0 0 0
85402 854 0 0 0
85403 854 0 0 0
85404 854 1 1 1
85501 855 0 0 0
85502 855 0 0 0
85601 856 1 1 0
85602 856 1 1 0
85603 856 0 0 1
86201 862 0 0 0
86202 862 0 0 1
86601 866 0 0 0
86602 866 0 0 0
86603 866 1 1 1
86701 867 0 0 0
86901 869 0 0 0
86902 869 0 0 0
87501 875 1 1 -3
87601 876 1 1 1
87602 876 1 1 0
87603 876 0 0 0
87604 876 0 0 1
87901 879 1 1 1
87902 879 1 1 1
88001 880 0 0 0
88002 880 0 0 0
88003 880 0 0 0
88601 886 1 1 1
88602 886 0 0 1
88701 887 1 1 1
88702 887 1 1 1
88901 889 0 1 1
88902 889 0 0 1
89301 893 0 1 1
89302 893 0 1 2
89303 893 2 0 0
89401 894 0 0 0
89402 894 0 0 0
89403 894 0 0 7
89501 895 0 0 0
89502 895 0 0 0
89601 896 1 1 1
89602 896 1 -3 1
89801 898 0 0 0
89802 898 0 0 -3
89803 898 0 0 0
90001 900 0 0 0
90002 900 0 0 0
90003 900 0 0 0
90004 900 0 0 0
90401 904 7 7 7
90601 906 1 1 1
90602 906 1 1 1
90603 906 1 1 1
91201 912 0 1 1
91202 912 1 1 1
91401 914 1 1 -3
91402 914 1 1 1
91801 918 1 1 1
92301 923 1 1 1
92302 923 1 1 1
92303 923 1 1 1
92801 928 0 0 0
92802 928 0 0 0
93001 930 -3 -3 -3
93002 930 -3 -3 -3
93003 930 -3 -3 -3
93004 930 -3 -3 -3
93201 932 1 1 0
93202 932 0 0 0
93203 932 1 1 1
93501 935 0 0 0
93502 935 0 0 0
93503 935 0 0 0
93601 936 1 1 1
93602 936 1 1 1
93603 936 1 1 1
93901 939 0 0 0
93902 939 0 0 0
93903 939 0 0 0
93904 939 0 0 0
94001 940 1 1 1
94002 940 1 1 0
94201 942 1 1 1
94202 942 1 1 -3
94901 949 0 0 1
94902 949 0 1 1
95001 950 1 1 1
95201 952 0 0 0
95301 953 0 1 1
95302 953 1 1 2
95401 954 0 1 1
95402 954 0 1 1
96201 962 1 1 1
96202 962 1 1 1
96203 962 0 0 0
96401 964 1 1 1
96601 966 1 1 1
96602 966 1 0 1
96701 967 1 1 1
96702 967 1 1 -3
97101 971 1 1 -3
97102 971 1 1 1
97401 974 1 1 1
97402 974 1 1 -3
97501 975 1 1 1
97502 975 1 1 1
97801 978 1 1 1
97802 978 1 0 0
97901 979 0 1 1
97902 979 0 0 0
98101 981 1 1 1
98102 981 1 0 0
98601 986 1 1 1
